#search term: ((gender[Title/Abstract]) OR sex[Title/Abstract]) AND (fMRI[Title/Abstract] OR EEG[Title/Abstract]) 
pubmed_ID	DOI
25855401	10.1136/jnnp-2014-309483 
25854748	10.1111/pcn.12301 
25848681	10.1162/jocn_a_00813 
25847772	10.1007/s11655-015-2042-4 
25844324	10.1016/j.nicl.2015.02.014 
25844321	10.1016/j.nicl.2015.02.022 
25839401	10.1016/j.wneu.2015.03.048 
25837854	10.1016/j.psyneuen.2015.03.007 
25816069	10.1371/journal.pone.0122750 
25805975	10.3389/fnsys.2015.00024 
25802204	10.1016/j.clinph.2015.02.056 
25801712	10.1016/j.mito.2015.03.002 
25797832	10.1016/j.neuroimage.2015.03.029 
25795343	10.1016/j.neuroimage.2015.03.022 
25792072	10.1016/j.clinph.2015.02.012 
25789314	10.1155/2015/345647 
25783010	10.1016/j.jns.2015.02.046 
25776218	10.1016/j.neuroimage.2015.02.066 
25772006	10.1016/j.jpsychires.2015.02.007 
25771686	10.1111/bdi.12292 
25769376	10.1016/j.eplepsyres.2015.01.006 
25767443	10.3389/fnhum.2015.00102 
25765692	10.1016/j.seizure.2015.02.010 
25762978	10.3389/fneur.2015.00025 
25755630	10.3389/fnins.2015.00044 
25749917	10.1007/s11682-015-9357-9 
25749860	10.1007/s00429-015-1022-y 
25746945	10.1016/j.clinph.2015.01.025 
25746559	10.1212/WNL.0000000000001442 
25738502	10.1371/journal.pone.0118733 
25720656	10.1159/000369022 
25708174	10.1016/j.neuropsychologia.2015.02.027 
25704752	10.1002/hbm.22773 
25698189	10.4103/0366-6999.151652 
25697049	10.1016/j.cortex.2014.12.020 
25689570	10.1038/tp.2015.10 
25688096	10.1093/scan/nsv010 
25684049	10.1111/acer.12626 
25683784	10.1016/j.ejpn.2015.01.008 
25679198	10.1016/j.jad.2015.01.054 
25663219	10.1212/WNL.0000000000001330 
25662837	10.1038/npp.2015.36 
25662409	10.1016/j.jfludis.2014.12.003 
25660303	10.1016/j.ijpsycho.2015.02.006 
25653582	10.3389/fnins.2014.00452 
25650860	10.1590/1806-9282.60.06.018 
25647011	10.1089/brain.2014.0308 
25645642	10.1016/j.seizure.2015.01.002 
25640857	10.1002/hbm.22744 
25636387	10.1016/j.ejrad.2015.01.001 
25629038	10.1155/2015/183074 
25628915	10.1155/2015/273019 
25616476	10.1016/j.eplepsyres.2014.12.003 
25616456	10.1016/j.eplepsyres.2014.11.018 
25616185	10.1016/j.neubiorev.2015.01.001 
25609611	10.1523/JNEUROSCI.2384-14.2015 
25603126	10.1371/journal.pone.0116849 
25601830	10.3389/fnbeh.2014.00439 
25599987	10.1016/j.yebeh.2014.12.022 
25598315	10.1016/j.neuropsychologia.2015.01.021 
25597656	10.1016/j.neubiorev.2015.01.006 
25597655	10.1016/j.neubiorev.2015.01.008 
25596444	10.1016/j.neulet.2015.01.031 
25571535	10.1109/EMBC.2014.6945167 
25568149	10.1177/1550059414563306 
25567423	10.1038/npp.2015.7 
25566032	10.3389/fnhum.2014.01013 
25564312	10.1016/j.seizure.2014.11.002 
25557318	10.1111/pan.12606 
25536452	10.1016/j.jad.2014.12.001 
25534493	10.1016/j.clinph.2014.11.021 
25532443	10.1016/j.addbeh.2014.12.007 
25530030	10.1016/j.ejpn.2014.11.002 
25527870	10.1016/j.neuropsychologia.2014.12.017 
25525456	10.1155/2014/864979 
25523617	10.1002/hbm.22720 
25513974	10.1016/j.bbr.2014.11.047 
25506322	10.3389/fnhum.2014.00952 
25504890	10.1002/hbm.22709 
25496966	10.1016/j.neuropsychologia.2014.12.005 
25485713	10.1016/j.neuroimage.2014.11.054 
25484590	10.2147/NDT.S70074 
25484585	10.2147/NDT.S69681 
25478563	10.1155/2014/723632 
25477817	10.3389/fnagi.2014.00314 
25463459	10.1016/j.neuroimage.2014.11.021 
25463141	10.1016/j.bandc.2014.10.006 
25456523	10.1016/j.pscychresns.2014.10.004 
25454645	10.1016/j.jns.2014.10.015 
25452569	10.1093/cercor/bhu280 
25451285	10.1016/j.neuroscience.2014.10.047 
25450956	10.1016/j.neuroscience.2014.10.030 
25449748	10.1016/j.neuroimage.2014.10.056 
25447997	10.1016/j.cub.2014.09.050 
25447301	10.1016/j.bbr.2014.10.024 
25446752	10.1016/j.bbr.2014.10.044 
25446456	10.1016/j.brainres.2014.11.004 
25445998	10.1016/j.brainres.2014.10.004 
25444535	10.1016/j.pscychresns.2014.09.003 
25444233	10.1016/j.drugalcdep.2014.09.006 
25437375	10.1016/j.cortex.2014.10.019 
25425031	10.1017/S0033291714002657 
25416642	10.1007/s11682-014-9333-9 
25412652	10.1159/000368801 
25409187	10.1371/journal.pone.0113256 
25395979	10.4306/pi.2014.11.4.467 
25392519	10.1093/schbul/sbu152 
25392321	10.1177/1352458514555784 
25386133	10.3389/fnhum.2014.00866 
25385625	10.1073/pnas.1415297111 
25383319	10.1016/j.nicl.2014.10.008 
25382193	10.1017/S0033291714002542 
25379434	10.1016/j.nicl.2014.09.011 
25376429	10.1002/hbm.22683 
25375171	10.1371/journal.pone.0111672 
25372925	10.1080/17470919.2014.977402 
25354135	10.1111/jon.12178 
25346054	10.1111/nmo.12454 
25339739	10.1523/JNEUROSCI.1683-14.2014 
25338634	10.1093/scan/nsu140 
25331606	10.1093/cercor/bhu249 
25328847	10.1002/brb3.251 
25313257	10.1177/0004867414553949 
25312831	10.1016/j.brainres.2014.09.057 
25309363	10.3389/fnbeh.2014.00308 
25300988	10.1177/0883073814549243 
25298010	10.1093/scan/nsu123 
25296921	10.1177/0883073814549996 
25285363	10.1089/neu.2014.3610 
25283342	10.1016/j.pnpbp.2014.09.007 
25282143	10.1016/j.jad.2014.09.009 
25280778	10.1016/j.dcn.2014.08.010 
25272033	10.1371/journal.pone.0108883 
25271679	10.1097/WNP.0000000000000094 
25271073	10.1002/hbm.22645 
25270364	10.1089/neu.2014.3470 
25261349	10.1186/1744-9081-10-33 
25253434	10.1177/1550059414550567 
25245522	10.1016/j.brainres.2014.09.035 
25243989	10.1016/j.cortex.2014.08.011 
25242670	10.1016/j.pscychresns.2014.08.014 
25241084	10.1016/j.neuroimage.2014.09.001 
25240562	10.1016/j.neucli.2014.08.002 
25233251	10.1097/WNP.0000000000000130 
25223606	10.1111/epi.12768 
25222701	10.1016/j.psyneuen.2014.07.025 
25210055	10.1093/schbul/sbu124 
25188321	10.1371/journal.pone.0106500 
25182536	10.1007/s00406-014-0527-3 
25179246	10.1007/s11682-014-9316-x 
25178705	10.1016/j.ridd.2014.07.056 
25176497	10.1016/j.schres.2014.07.052 
25174680	10.1016/j.pnpbp.2014.08.011 
25171930	10.1212/WNL.0000000000000834 
25170031	10.1093/schbul/sbu121 
25166725	10.1378/chest.13-3050 
25159870	10.3233/RNN-140402 
25159738	10.1097/WNP.0000000000000124 
25151425	10.1016/j.jaac.2014.05.011 
25147579	10.1155/2014/912981 
25126055	10.3389/fnins.2014.00228 
25123348	10.1016/j.addbeh.2014.07.017 
25120443	10.3389/fnhum.2014.00502 
25117824	10.1111/jsm.12653 
25117651	10.1089/brain.2014.0265 
25113601	10.1038/npp.2014.203 
25111566	10.1371/journal.pone.0104442 
25109433	10.1016/j.ijpsycho.2014.07.014 
25101865	10.1016/j.biopsycho.2014.07.017 
25098351	10.1007/s12264-013-1468-6 
25097090	10.1016/j.clinph.2014.07.008 
25095790	10.1186/s12888-014-0222-y 
25091343	10.1016/j.clinph.2014.07.005 
25088756	10.1111/jsr.12174 
25087212	10.1016/j.medcli.2014.05.035 
25085721	10.1016/j.jagp.2014.05.007 
25083016	10.5665/sleep.3930 
25078560	10.1007/s10548-014-0385-3 
25065819	10.1017/S0033291714000233 
25057823	10.1371/journal.pone.0103492 
25052709	10.1016/j.eplepsyres.2014.06.009 
25046862	10.1016/j.biopsycho.2014.07.011 
25045065	10.1002/hbm.22586 
25043766	10.1016/j.braindev.2014.06.013 
25043752	10.1016/j.eplepsyres.2014.06.010 
25042764	10.1016/j.biopsycho.2014.06.008 
25040697	10.1111/epi.12700 
25036008	10.1016/j.jad.2014.06.037 
25035551	10.4103/0253-7176.135380 
25018727	10.3389/fnhum.2014.00477 
25018009	10.1016/j.clinph.2014.05.033 
25012442	10.1016/j.jad.2014.05.022 
25012096	10.1017/sjp.2014.31 
25010817	10.1016/j.brainres.2014.06.034 
25010041	10.1089/neu.2013.3269 
24998297	10.1089/brain.2014.0274 
24990445	10.1002/gps.4168 
24983962	10.1371/journal.pone.0099273 
24983951	10.1371/journal.pone.0101035 
24973255	10.1177/0284185114537927 
24969377	10.1016/j.clinph.2014.05.018 
24950859	10.1186/1471-2377-14-135 
24942564	10.1002/mpr.1441 
24939872	10.1093/scan/nsu085 
24936197	10.3389/fneur.2014.00092 
24933410	10.1016/j.ijpsycho.2014.06.003 
24920862	10.1212/WNL.0000000000000565 
24920856	10.1212/WNL.0000000000000592 
24920029	10.1152/jn.00088.2014 
24907497	10.1016/j.yebeh.2014.05.003 
24907446	10.1016/j.brainres.2014.05.044 
24904525	10.3389/fendo.2014.00060 
24903650	10.1038/npp.2014.133 
24894699	10.1007/s00702-014-1249-4 
24888525	10.1016/j.schres.2014.05.023 
24885644	10.1186/1471-244X-14-142 
24882196	10.1016/j.jad.2014.04.058 
24872895	10.1155/2014/549162 
24867148	10.1002/hbm.22551 
24862077	10.1016/j.neuroimage.2014.05.054 
24861582	10.1016/j.pain.2014.05.023 
24860452	10.3389/fnbeh.2014.00167 
24856834	10.1016/j.jbiomech.2014.04.044 
24850896	10.1098/rsbl.2014.0200 
24846573	10.1007/s11011-014-9568-6 
24843369	10.4306/pi.2014.11.2.143 
24841112	10.1016/j.jpsychires.2014.04.022 
24833636	10.1136/gutjnl-2013-306648 
24831391	10.1016/j.schres.2014.04.020 
24829598	10.3988/jcn.2014.10.2.125 
24825502	10.1016/j.neuroimage.2014.05.004 
24824731	10.1371/journal.pone.0095146 
24819306	10.1016/j.pscychresns.2014.04.001 
24818075	10.1016/j.nicl.2014.03.003 
24815091	10.1016/j.cortex.2014.02.026 
24814847	10.1212/WNL.0000000000000496 
24810401	10.1016/j.yebeh.2014.04.001 
24792340	10.1097/WCO.0000000000000091 
24782735	10.3389/fnhum.2014.00189 
24778608	10.3389/fnsys.2014.00051 
24776967	10.1684/epd.2014.0651 
24774745	10.1016/j.seizure.2014.03.018 
24769166	10.1016/j.brainres.2014.04.024 
24763508	10.1371/journal.pone.0096033 
24755943	10.1371/journal.pone.0095690 
24746685	10.1016/j.clinph.2014.03.006 
24746024	10.1016/j.jns.2014.02.025 
24740988	10.1093/brain/awu096 
24738541	10.1142/S021963521450006X 
24736798	10.1038/tp.2014.20 
24721198	10.1016/j.eplepsyres.2014.03.003 
24714805	10.1371/journal.pone.0094115 
24709020	10.1016/j.jad.2014.01.024 
24698526	10.1016/j.jns.2014.03.026 
24680551	10.1016/j.seizure.2014.03.003 
24647027	10.1212/WNL.0000000000000309 
24646613	10.1093/cercor/bhu036 
24639411	10.1002/hbm.22499 
24635551	10.3109/15622975.2014.885659 
24634135	10.1002/dev.21212 
24621866	10.1371/journal.pone.0091214 
24619536	10.1093/schbul/sbu031 
24615932	10.1002/hbm.22486 
24592227	10.3389/fnhum.2014.00060 
24587582	10.5665/sleep.3504 
24586822	10.1371/journal.pone.0089493 
24581212	10.1016/j.kjms.2013.11.001 
24570585	10.2147/NDT.S54663 
24562867	10.1007/s00234-014-1325-3 
24560771	10.1016/j.nlm.2014.02.003 
24550872	10.3389/fpsyg.2014.00055 
24523588	10.2147/NDT.S56600 
24516545	10.1371/journal.pone.0087114 
28164083	10.3389/fphy.2014.00001 
24501698	10.1016/j.nicl.2013.12.002 
24498389	10.1371/journal.pone.0087880 
24497668	10.5665/sleep.3424 
24491950	10.1016/j.euroneuro.2014.01.004 
24489591	10.1155/2013/812096 
24485496	10.1016/j.psyneuen.2013.11.018 
24482092	10.1002/mds.25822 
24478664	10.3389/fnhum.2013.00927 
24478649	10.3389/fnbeh.2014.00002 
24460762	10.1111/psyp.12173 
24453314	10.1523/JNEUROSCI.2463-13.2014 
24453120	10.1002/hbm.22446 
24449190	10.1002/hipo.22246 
24447944	10.1016/j.pnpbp.2014.01.008 
24440687	10.1016/j.yebeh.2013.12.014 
24434917	10.1159/000356782 
24416273	10.1371/journal.pone.0084729 
24409279	10.1371/journal.pone.0082873 
24409139	10.3389/fninf.2013.00030 
24391569	10.3389/fnhum.2013.00873 
24386327	10.1371/journal.pone.0084044 
24381781	10.1155/2013/965428 
24381543	10.3389/fnsys.2013.00113 
24379694	10.2147/JPR.S50919 
24378889	10.1097/RCT.0b013e3182a589e0 
24376066	10.1177/1545968313516868 
26958467	10.1016/j.nicl.2014.06.011 
24358220	10.1371/journal.pone.0082715 
24358153	10.1371/journal.pone.0082192 
24353185	10.2337/db13-0519 
24346135	10.1038/tp.2013.107 
24337372	10.1007/s00359-013-0866-y 
24326197	10.1016/j.pnpbp.2013.11.016 
24325975	10.1016/j.schres.2013.11.030 
24316200	10.1016/j.neuropsychologia.2013.11.022 
24314147	10.1111/cpf.12094 
24299611	10.1016/j.ejrad.2013.10.027 
24295552	10.1016/j.ijdevneu.2013.11.005 
24291614	10.1016/j.neuroimage.2013.11.034 
24287074	10.1016/j.yfrne.2013.11.003 
24273717	10.1016/j.nicl.2013.08.016 
24273715	10.1016/j.nicl.2013.09.002 
24269134	10.1016/j.sleep.2013.10.002 
24268581	10.1016/j.pscychresns.2013.10.010 
24262816	10.1192/bjp.bp.112.123364 
24260163	10.1371/journal.pone.0079123 
24257810	10.1177/0269881113512036 
24238542	10.1017/S0033291713002808 
24231554	10.1016/j.brainres.2013.11.007 
24223843	10.1371/journal.pone.0078708 
24216538	10.1016/j.pnpbp.2013.10.021 
24215975	10.1016/j.neuroscience.2013.10.069 
24207164	10.1186/1129-2377-14-89 
24204845	10.1371/journal.pone.0077496 
24204562	10.1371/journal.pone.0073475 
24188901	10.1016/j.gene.2013.10.020 
24179790	10.1016/j.nicl.2013.03.004 
24169204	10.1016/j.yebeh.2013.09.045 
24157401	10.1016/j.psyneuen.2013.09.022 
24157391	10.1016/j.jaac.2013.08.002 
24099051	10.1111/epi.12305 
24141436	10.1590/0004-282X20130100 
24140072	10.1016/j.clinph.2013.08.021 
24133429	10.3389/fnhum.2013.00607 
24131620	10.1177/1550059413501162 
24121863	10.1007/s00406-013-0461-9 
24113330	10.1016/j.clinph.2013.09.008 
24110430	10.1109/EMBC.2013.6610243 
24103143	10.1016/j.ejpn.2013.08.005 
24101900	10.3389/fnhum.2013.00639 
24097810	10.1212/01.wnl.0000435291.49598.54 
24093016	10.3389/fnhum.2013.00599 
24092950	10.1016/j.paid.2013.06.007 
24091095	10.1016/j.ejvs.2013.09.007 
24089404	10.1152/jn.00277.2013 
24086358	10.1371/journal.pone.0074655 
24080517	10.1016/j.pscychresns.2013.06.013 
24078106	10.1093/scan/nst157 
24075897	10.1016/j.pnpbp.2013.09.012 
24075207	10.1016/j.jpsychires.2013.09.003 
24074882	10.1016/j.yebeh.2013.08.017 
24074808	10.1016/j.neurobiolaging.2013.08.018 
24069318	10.1371/journal.pone.0074530 
24055199	10.1016/j.schres.2013.08.022 
24040178	10.1371/journal.pone.0074099 
24038870	10.1002/hbm.22361 
24036962	10.1093/scan/nst127 
24026773	10.1177/0300060513496170 
24021495	10.1016/j.yebeh.2013.08.006 
24016745	10.1016/j.dcn.2013.08.001 
24001457	10.1016/j.neuroimage.2013.08.055 
23997704	10.5664/jcsm.2994 
23994213	10.1016/j.brainres.2013.08.040 
23986698	10.3389/fnagi.2013.00041 
23984369	10.1155/2013/480524 
23982186	10.1176/appi.ajp.2013.12081044 
23978654	10.1093/cercor/bht228 
23978486	10.1016/j.pneurobio.2013.07.005 
23975275	10.1007/s11682-013-9246-z 
23965033	10.1111/nmo.12196 
23958585	10.1016/j.yhbeh.2013.08.003 
23941660	10.1111/bdi.12110 
23940727	10.1371/journal.pone.0071234 
23936181	10.1371/journal.pone.0070293 
23932237	10.1016/j.humov.2013.06.001 
23928193	10.1016/j.eplepsyres.2013.06.015 
23909850	10.1111/epi.12295 
23923052	10.1371/journal.pone.0071061 
23915770	10.1016/j.jpsychores.2013.06.005 
23914845	10.1089/neu.2013.2983 
23905780	10.1111/psyp.12081 
23898256	10.3389/fnhum.2013.00403 
23894532	10.1371/journal.pone.0069726 
23894310	10.1371/journal.pone.0068485 
23891965	10.1016/j.neuroscience.2013.07.042 
23886656	10.1016/j.eplepsyres.2013.06.017 
23881293	10.1007/s00429-013-0608-5 
23876243	10.1016/j.neuroimage.2013.07.040 
23874705	10.1371/journal.pone.0068650 
23871862	10.1016/j.concog.2013.06.005 
23869236	10.1371/journal.pone.0069199 
23868876	10.1002/aur.1310 
23864686	10.1523/JNEUROSCI.5733-12.2013 
23861765	10.1371/journal.pone.0067447 
23851332	10.1016/j.physbeh.2013.07.001 
23845427	10.1016/j.neuroimage.2013.06.078 
23842505	10.1186/1745-6215-14-207 
23840493	10.1371/journal.pone.0066500 
23838273	10.1016/j.pnpbp.2013.06.018 
23833345	10.4103/0253-7176.112208 
23828907	10.1093/chemse/bjt029 
23827067	10.3881/j.issn.1000-503X.2013.03.010 
23824248	10.1177/0269881113494106 
23820976	10.1007/s00221-013-3600-7 
23820124	10.1016/j.jns.2013.06.016 
23819895	10.1016/j.schres.2013.06.027 
23810359	10.1016/j.jad.2013.05.084 
23809646	10.1017/S0033291713001475 
23807175	10.1007/s11682-013-9241-4 
23806586	10.1016/j.jad.2013.05.088 
23803298	10.3233/JAD-130467 
23799005	10.1371/journal.pone.0065315 
23792281	10.1016/j.pain.2013.06.030 
23790683	10.1016/j.psyneuen.2013.05.015 
23786881	10.1016/j.psyneuen.2013.05.012 
23786792	10.1016/j.clinph.2013.04.339 
23785657	10.1002/brb3.115 
23776121	10.1542/peds.2012-3886 
23774397	10.1016/j.neuroimage.2013.06.015 
23770040	10.1016/j.ijpsycho.2013.06.007 
23769726	10.1016/j.neulet.2013.05.080 
23742783	10.1016/j.neucir.2013.04.001 
23733088	10.1097/WNP.0b013e3182933d2f 
23727572	10.1016/j.neuropsychologia.2013.05.017 
23722009	10.1016/j.ijdevneu.2013.05.007 
23720623	10.3389/fnhum.2013.00207 
23715877	10.1007/s00062-013-0212-3 
23707425	10.1016/j.cub.2013.04.055 
23707338	10.1016/j.ijpsycho.2013.05.008 
23702452	10.1016/j.jaac.2013.04.003 
23698075	10.1093/scan/nst073 
23689388	10.1038/sc.2013.41 
23688914	10.1016/j.jad.2013.04.026 
23682664	10.1080/87565641.2013.784321 
23680080	10.1016/j.seizure.2013.04.010 
23672302	10.1080/17470919.2013.794751 
23666520	10.1007/s10803-013-1846-3 
23664806	10.1016/j.seizure.2013.04.009 
23664712	10.1016/j.euroneuro.2013.03.003 
23660030	10.1016/j.neuroimage.2013.04.105 
23658713	10.1371/journal.pone.0062205 
23651705	10.1093/scan/nst061 
23643995	10.1016/j.neulet.2013.04.032 
23643625	10.1016/j.seizure.2013.04.014 
23643516	10.1016/j.ejrad.2013.03.019 
23641233	10.3389/fneur.2013.00043 
23639347	10.1016/j.ijpsycho.2013.04.006 
23636982	10.3758/s13415-013-0167-5 
23636105	10.1097/WNO.0b013e31828f69e5 
23631983	10.1016/j.neuroimage.2013.04.081 
23628003	10.1186/2042-6410-4-9 
23627716	10.3109/00207454.2013.798783 
23620791	10.1371/journal.pone.0061786 
23616424	10.1002/hbm.22280 
23599243	10.1055/s-0033-1337921 
23609349	10.1007/s10545-013-9601-7 
23608523	10.1016/j.ijpsycho.2013.04.008 
23607410	10.1089/cap.2012.0054 
23605556	10.1007/s13311-013-0189-2 
23603052	10.1016/j.ijpsycho.2013.04.004 
23602663	10.1016/j.mri.2013.03.019 
23597533	10.1016/j.pedneo.2013.01.001 
23597109	10.1017/S0033291713000731 
23596188	10.1093/scan/nst030 
23593185	10.1371/journal.pone.0060278 
23584260	10.1038/npp.2013.92 
23565935	10.1037/a0032012 
23565166	10.1371/journal.pone.0059764 
23562503	10.1016/j.neulet.2013.02.062 
23560073	10.1371/journal.pone.0060121 
23555827	10.1371/journal.pone.0059902 
23545250	10.1177/1550059413480504 
23544413	10.3171/2013.2.FOCUS12410 
23544412	10.3171/2013.2.FOCUS12413 
23541007	10.1016/j.mayocp.2012.12.013 
23526961	10.1371/journal.pone.0057978 
23510246	10.1186/1471-244X-13-88 
23507081	10.1017/S003329171300024X 
23499388	10.1016/j.jpsychires.2013.02.010 
23499213	10.1016/j.eplepsyres.2013.02.012 
23497482	10.1186/1471-244X-13-84 
23482625	10.1093/scan/nst025 
23481626	10.1038/tp.2013.15 
23477900	10.1016/j.psychres.2013.01.032 
23474094	10.1016/j.jad.2013.02.002 
23467799	10.1177/1550059412445659 
23460913	10.1371/journal.pone.0057896 
23458090	10.1080/1357650X.2012.744414 
23452685	10.1016/j.jaac.2012.12.010 
23450458	10.3389/fpsyg.2013.00095 
23437284	10.1371/journal.pone.0056970 
23435496	10.1007/s00221-013-3429-0 
23433223	10.1111/jsm.12083 
23421466	10.1111/jsm.12096 
23410736	10.1016/j.cortex.2013.01.002 
23399946	10.1016/j.yebeh.2012.12.031 
23394712	10.1016/j.jad.2013.01.013 
23390528	10.1371/journal.pone.0055347 
23376475	10.1016/j.dcn.2012.12.002 
23375976	10.1016/j.biopsych.2012.12.013 
23375958	10.1016/j.jns.2013.01.008 
23373719	10.1111/ejn.12129 
23360300	10.1111/epi.12094 
23355265	10.1007/s11682-012-9219-7 
23352277	10.1016/j.pscychresns.2012.10.007 
23348909	10.1002/nbm.2917 
23337869	10.1038/npp.2013.24 
23335976	10.1371/journal.pone.0053824 
23332976	10.1016/j.ejrad.2012.12.016 
23329700	10.1177/1352458512473671 
23326484	10.1371/journal.pone.0053677 
23318128	10.1016/j.pain.2012.11.014 
23308163	10.1371/journal.pone.0053206 
23303334	10.1038/ijir.2012.47 
23300517	10.1371/journal.pone.0049033 
23294778	10.1177/193229681200600612 
23294137	10.1111/epi.12066 
23293019	10.3758/s13415-012-0134-6 
23285228	10.1371/journal.pone.0052927 
23281644	10.1111/epi.12053 
23275593	10.3174/ajnr.A3369 
24693356	10.3402/snp.v3i0.21432 
23272036	10.1371/journal.pone.0047371 
23267325	10.3389/fnhum.2012.00335 
23267318	10.3389/fnsys.2012.00078 
23265001	10.2466/22.24.PMS.115.5.349-359 
23261871	10.1016/j.bbr.2012.12.023 
23254143	10.1017/S0033291712002942 
23251496	10.1371/journal.pone.0051316 
23235196	10.3945/ajcn.112.043307 
23226127	10.3389/fninf.2012.00028 
23226123	10.3389/fnhum.2012.00320 
23209643	10.1371/journal.pone.0050050 
23201229	10.1016/j.jpsychires.2012.09.026 
23192417	10.1177/1545968312465194 
23175677	10.1093/scan/nss128 
23174441	10.1016/j.ajp.2012.07.005 
23174404	10.1016/j.neuropsychologia.2012.11.012 
23171248	10.1111/jsr.12006 
23170242	10.1002/brb3.95 
23166292	10.1101/lm.027631.112 
23162439	10.3389/fnsys.2012.00074 
23159796	10.1016/j.pnpbp.2012.11.003 
23142276	10.1016/j.neuroimage.2012.11.003 
23142070	10.1016/j.neuroimage.2012.10.091 
23140909	10.1016/j.pain.2012.09.016 
23133615	10.1371/journal.pone.0048181 
23128076	10.1016/j.neuroimage.2012.10.071 
23123045	10.1016/j.psychres.2012.10.005 
23117490	10.1136/jnnp-2012-302822 
23116810	10.1016/j.jad.2012.10.001 
23110888	10.1016/j.neuroimage.2012.09.077 
23109241	10.1007/s40263-012-0006-1 
23100395	10.1212/WNL.0b013e31827689d6 
23098383	10.3109/00207454.2012.742894 
23097273	10.1002/hbm.22198 
23079628	10.1016/j.neuroscience.2012.09.065 
23078615	10.1111/j.1530-0277.2012.01948.x 
23061443	10.1111/j.1365-2869.2012.01061.x 
23060754	10.3389/fnsys.2012.00069 
23058446	10.1016/j.jpsychires.2012.09.004 
23054671	10.1007/s11948-012-9393-4 
23051901	10.1093/scan/nss114 
23051113	10.1016/j.ajp.2011.06.006 
23041030	10.1016/j.seizure.2012.09.009 
23029329	10.1371/journal.pone.0045938 
23029031	10.1371/journal.pone.0045470 
23028606	10.1371/journal.pone.0044758 
23017873	10.1016/j.pscychresns.2012.02.007 
23010311	10.1016/j.brainres.2012.09.029 
23002142	10.1258/ar.2012.120269 
22992492	10.1016/j.neuroimage.2012.08.004 
22989072	10.1186/1471-244X-12-146 
22987670	10.1002/hbm.22164 
22987333	10.1002/jmri.23802 
22987018	10.1159/000342001 
22982585	10.1016/j.neuroimage.2012.09.008 
22980918	10.1016/j.cortex.2012.08.002 
22974674	10.1016/j.cortex.2012.07.007 
22974470	10.1016/j.jad.2012.06.016 
22972637	10.1212/WNL.0b013e31826d5eea 
22968816	10.1038/npp.2012.184 
22963868	10.1684/epd.2012.0525 
22955126	10.1212/WNL.0b013e31826d5f10 
22952909	10.1371/journal.pone.0044154 
22952631	10.1371/journal.pone.0043076 
22937041	10.1371/journal.pone.0043373 
22921939	10.1016/j.mri.2012.06.007 
22921514	10.1016/j.seizure.2012.08.003 
22916105	10.1371/journal.pone.0041282 
22912754	10.1371/journal.pone.0042862 
22910372	10.1016/j.biopsycho.2012.08.002 
22908362	10.1177/0333102412457089 
22906816	10.1016/j.ijpsycho.2012.08.002 
22898249	10.1186/1475-925X-11-50 
22889284	10.1186/1471-2202-13-99 
22885291	10.1016/j.brainres.2012.07.051 
22880055	10.1371/journal.pone.0042622 
22859975	10.1371/journal.pone.0041326 
22848692	10.1371/journal.pone.0042016 
22842906	10.1093/scan/nss084 
22841782	10.1053/j.gastro.2012.07.104 
22840553	10.1016/j.jaac.2012.06.005 
22835912	10.1016/j.jpsychires.2012.07.003 
25478107	10.4081/mi.2012.e4 
22820891	10.1007/s11682-012-9192-1 
22815889	10.1371/journal.pone.0040993 
22813424	10.1111/j.1528-1167.2012.03600.x 
22812724	10.1111/j.1528-1167.2012.03596.x 
22809812	10.1016/j.clinph.2012.06.010 
22807028	10.1002/hbm.22144 
22804844	10.1111/j.1469-8749.2012.04347.x 
22796277	10.1016/j.pnpbp.2012.07.004 
22784688	10.1016/j.schres.2012.06.025 
22761880	10.1371/journal.pone.0039731 
22760555	10.1038/tp.2012.59 
22754277	10.1080/10874208.2012.677631 
22751186	10.1038/sc.2012.70 
22744656	10.1212/WNL.0b013e31825f04fb 
22738021	10.1186/2045-5380-2-7 
22728149	10.1016/j.neuroimage.2012.06.016 
22722378	10.1007/s00701-012-1407-0 
22721595	10.1016/j.jaac.2012.05.006 
22701630	10.1371/journal.pone.0038355 
22696400	10.1002/hbm.22112 
22691153	10.1111/j.1528-1167.2012.03532.x 
22674871	10.1002/nbm.2809 
22673875	10.1007/s00221-012-3135-3 
22666409	10.1371/journal.pone.0037901 
22666197	10.3389/fnhum.2012.00149 
22662152	10.1371/journal.pone.0037400 
22659107	10.1016/j.neuropsychologia.2012.05.024 
22651549	10.3109/00207454.2012.693999 
22644194	10.1007/s10072-012-1074-1 
22644919	10.1007/s00429-012-0428-z 
22642646	10.1111/j.1528-1167.2012.03518.x 
22639242	10.1007/s00406-012-0329-4 
22638012	10.1001/archgenpsychiatry.2012.513 
22634214	10.1016/j.neuroimage.2012.05.030 
22634066	10.1016/j.brainres.2012.05.031 
22633527	10.1016/j.schres.2012.05.005 
22631625	10.1111/j.1399-5618.2012.01014.x 
22631624	10.1111/j.1399-5618.2012.01019.x 
22621814	10.1016/j.seizure.2012.04.008 
22609023	10.1016/j.sleep.2012.03.007 
22594648	10.1089/acm.2011.0931 
22584553	10.1213/ANE.0b013e3182575b70 
22578782	10.1016/j.euroneuro.2012.04.013 
22578020	10.1111/j.1528-1167.2012.03464.x 
22569187	10.1093/scan/nss051 
22563262	10.3348/kjr.2012.13.3.257 
